Nome,Sexo,Idade,Altura_cm,Peso_kg,Pais,Código_pais,Ano,Estação,Cidade,Esporte,Evento,Medalha,Altura_m,IMC,Pais_traduzido
Marine Grace Brevet,F,21.0,162.0,52.0,France,FRA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Trave,,1.62,19.81405273586343,França
Andrea Brewster,F,33.0,163.0,62.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Vela,Vela Feminina Skiff,,1.63,23.335466144755166,Irlanda
Darko Brguljan,M,25.0,180.0,97.0,Montenegro,MNE,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.8,29.93827160493827,Montenegro
Drako Brguljan,M,27.0,194.0,92.0,Montenegro,MNE,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.94,24.444680624933575,Montenegro
Drako Brguljan,M,31.0,194.0,92.0,Montenegro,MNE,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.94,24.444680624933575,Montenegro
Morgan Paige Brian,F,23.0,170.0,58.0,United States,USA,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.7,20.06920415224914,Estados Unidos
Thomas Felipe Briceo Gonzlez,M,22.0,186.0,90.0,Chile,CHI,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Médio,,1.86,26.014568158168572,Chile
Richard Brian Brickell,M,36.0,178.0,76.0,Great Britain,GBR,2012,Verão,London,Tiro Esportivo,Tiro Masculino Skeet,,1.78,23.98687034465345,Reino Unido
George Spencer Bridgewater,M,33.0,200.0,97.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Quádrupla de Remo,,2.0,24.25,Nova Zelândia
Thomas Briels,M,24.0,172.0,71.0,Belgium,BEL,2012,Verão,London,Hóquei,Hóquei Masculino,,1.72,23.99945916711736,Bélgica
Thomas Briels,M,28.0,172.0,71.0,Belgium,BEL,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,Prata,1.72,23.99945916711736,Bélgica
Stphanie Brieussel,F,42.0,169.0,55.0,France,FRA,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento Individual,,1.69,19.257028815517668,França
Stphanie Brieussel,F,42.0,169.0,55.0,France,FRA,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento por Equipes,,1.69,19.257028815517668,França
Jo Brigden-Jones,F,24.0,182.0,76.0,Australia,AUS,2012,Verão,London,Canoagem,Canoagem Feminina Canoa Quádrupla 500 metros,,1.82,22.944088878154812,Austrália
Tarryn Bright,F,29.0,174.0,71.0,South Africa,RSA,2012,Verão,London,Hóquei,Hóquei Feminino,,1.74,23.450918219051392,África do Sul
Maxime Brinck-Croteau,M,30.0,178.0,83.0,Canada,CAN,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculina Florete Individual,,1.78,26.19618735008206,Canadá
Julius Brink,M,30.0,186.0,85.0,Germany,GER,2012,Verão,London,Vôlei de Praia,Vôlei de Praia Masculino,Ouro,1.86,24.56931437160365,Alemanha
Christine Brinker-Wenzel,F,31.0,171.0,63.0,Germany,GER,2012,Verão,London,Tiro Esportivo,Tiro Feminino Fossa Olímpica,,1.71,21.545090797168363,Alemanha
Christine Brinker-Wenzel,F,35.0,171.0,63.0,Germany,GER,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Fossa Olímpica,,1.71,21.545090797168363,Alemanha
Leidys Milagros Brito,F,28.0,169.0,52.0,Venezuela,VEN,2012,Verão,London,Tiro com Arco,Arqueria Feminina Individual,,1.69,18.20664542558034,Venezuela
Leidys Milagros Brito,F,32.0,169.0,52.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Tiro com Arco,Arqueria Feminina Individual,,1.69,18.20664542558034,Venezuela
Stefan Brits,M,24.0,183.0,72.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Salto em Distância,,1.83,21.49959688255845,África do Sul
Lawrence Brittain,M,25.0,187.0,94.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Casal Sem Cargueiro,Prata,1.87,26.88095170007721,África do Sul
Matthew Brittain,M,25.0,186.0,70.0,South Africa,RSA,2012,Verão,London,Remo,Remo Masculino Coxless Quatro Peso Leve,Ouro,1.86,20.23355301190889,África do Sul
Fionnuala Britton-McCormack,F,27.0,159.0,46.0,Ireland,IRL,2012,Verão,London,Atletismo,Atletismo Feminino 5.000 metros,,1.59,18.19548277362446,Irlanda
Fionnuala Britton-McCormack,F,27.0,159.0,46.0,Ireland,IRL,2012,Verão,London,Atletismo,Atletismo Feminino 10.000 metros,,1.59,18.19548277362446,Irlanda
Fionnuala Britton-McCormack,F,31.0,159.0,46.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Maratona,,1.59,18.19548277362446,Irlanda
Laurence Brize,F,36.0,158.0,55.0,France,FRA,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Ar 10 metros,,1.58,22.031725684986377,França
Laurence Brize,F,36.0,158.0,55.0,France,FRA,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Pequeno Calibre Três Posições 50 metros,,1.58,22.031725684986377,França
Laurence Brize,F,40.0,158.0,55.0,France,FRA,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Rifle de Pequeno Calibre Três Posições 50 metros,,1.58,22.031725684986377,França
Sarah Bro,F,20.0,177.0,64.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Livre,,1.77,20.428357113217785,Dinamarca
Brittany Broben,F,16.0,163.0,52.0,Australia,AUS,2012,Verão,London,Saltos Ornamentais,Saltos Femininos Plataforma,Prata,1.63,19.57168128269788,Austrália
Yvette Broch,F,25.0,184.0,73.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,,1.84,21.561909262759922,Países Baixos
Allison M. Brock,F,36.0,168.0,59.0,United States,USA,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento Individual,,1.68,20.904195011337873,Estados Unidos
Allison M. Brock,F,36.0,168.0,59.0,United States,USA,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento por Equipes,Bronze,1.68,20.904195011337873,Estados Unidos
Nicolai Brock-Madsen,M,23.0,194.0,88.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.94,23.381868423849507,Dinamarca
Norman Brckl,M,25.0,183.0,90.0,Germany,GER,2012,Verão,London,Canoagem,Canoagem Masculina Canoa Quádrupla 1.000 metros,,1.83,26.874496103198062,Alemanha
Anke Brockmann (-Grueneberg),F,23.0,169.0,60.0,Germany,GER,2012,Verão,London,Hóquei,Hóquei Feminino,,1.69,21.007667798746546,Alemanha
Jamie Lynn Broder,F,31.0,172.0,65.0,Canada,CAN,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Feminino,,1.72,21.971335857220122,Canadá
Greg Patrick Broderick,M,30.0,180.0,50.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Hipismo,Hipismo Misto Salto Individual,,1.8,15.432098765432098,Irlanda
Daniel Brodmeier,M,24.0,180.0,100.0,Germany,GER,2012,Verão,London,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Três Posições 50 metros,,1.8,30.864197530864196,Alemanha
Daniel Brodmeier,M,24.0,180.0,100.0,Germany,GER,2012,Verão,London,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Deitado 50 metros,,1.8,30.864197530864196,Alemanha
Daniel Brodmeier,M,28.0,180.0,100.0,Germany,GER,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Três Posições 50 metros,,1.8,30.864197530864196,Alemanha
Daniel Brodmeier,M,28.0,180.0,100.0,Germany,GER,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Deitado 50 metros,,1.8,30.864197530864196,Alemanha
Ryan Broekhoff,M,25.0,201.0,93.0,Australia,AUS,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,2.01,23.01923219722285,Austrália
Nadine Martina Broersen,F,22.0,171.0,62.0,Netherlands,NED,2012,Verão,London,Atletismo,Atletismo Feminino Heptatlo,,1.71,21.20310522895934,Países Baixos
Nadine Martina Broersen,F,26.0,171.0,62.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Heptatlo,,1.71,21.20310522895934,Países Baixos
Alastair Richard Brogdon,M,28.0,183.0,76.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,,1.83,22.694018931589476,Reino Unido
Enrique Brol Cardenas,M,37.0,181.0,73.0,Guatemala,GUA,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Fossa Dupla,,1.81,22.282592106468055,Guatemala
Hebert Brol Cardenas,M,36.0,181.0,80.0,Guatemala,GUA,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Fossa Dupla,,1.81,24.41927902078691,Guatemala
Jean-Pierre Brol Cardenas,M,29.0,179.0,91.0,Guatemala,GUA,2012,Verão,London,Tiro Esportivo,Tiro Masculino Fossa,,1.79,28.40111107643332,Guatemala
Trayvon Jaquez Bromell,M,21.0,175.0,70.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 100 metros,,1.75,22.857142857142858,Estados Unidos
Trayvon Jaquez Bromell,M,21.0,175.0,70.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Masculino Atletismo,,1.75,22.857142857142858,Estados Unidos
Viktor Bregner Bromer,M,23.0,194.0,87.0,Denmark,DEN,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 200 Metros Borboleta,,1.94,23.11616537357849,Dinamarca
Giorgia Bronzini,F,28.0,160.0,54.0,Italy,ITA,2012,Verão,London,Ciclismo,Ciclismo Feminino Prova de Estrada Individual,,1.6,21.093749999999996,Itália
Giorgia Bronzini,F,33.0,160.0,54.0,Italy,ITA,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Prova de Estrada Individual,,1.6,21.093749999999996,Itália
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Individual Geral,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Equipe Geral,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Exercício no Solo,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Barras Paralelas,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Barra Fixa,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Argolas,,1.73,25.05930702662969,Estados Unidos
"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Cavalo com Alças,,1.73,25.05930702662969,Estados Unidos
Jacqueline Brooks,F,44.0,175.0,66.0,Canada,CAN,2012,Verão,London,Hipismo,Equitação Mista Adestramento Individual,,1.75,21.551020408163264,Canadá
Jacqueline Brooks,F,44.0,175.0,66.0,Canada,CAN,2012,Verão,London,Hipismo,Equitação Mista Adestramento por Equipes,,1.75,21.551020408163264,Canadá
Lance Brooks,M,28.0,198.0,123.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Masculino Lançamento de Disco,,1.98,31.37434955616774,Estados Unidos
Tia Ra'shone Brooks,F,21.0,183.0,109.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Feminino Arremesso de Peso,,1.83,32.54800083609543,Estados Unidos
Kristina Brring-Sprehe,F,25.0,168.0,54.0,Germany,GER,2012,Verão,London,Hipismo,Equitação Mista Adestramento Individual,,1.68,19.13265306122449,Alemanha
Kristina Brring-Sprehe,F,25.0,168.0,54.0,Germany,GER,2012,Verão,London,Hipismo,Equitação Mista Adestramento por Equipes,Prata,1.68,19.13265306122449,Alemanha
Kristina Brring-Sprehe,F,29.0,168.0,54.0,Germany,GER,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento Individual,Bronze,1.68,19.13265306122449,Alemanha
Kristina Brring-Sprehe,F,29.0,168.0,54.0,Germany,GER,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento por Equipes,Ouro,1.68,19.13265306122449,Alemanha
Kouassi Franck Olivier Brou,M,20.0,186.0,70.0,Cote d'Ivoire,CIV,2012,Verão,London,Natação,Natação Masculina 50 metros Livre,,1.86,20.23355301190889,Costa do Marfim
Julie Brougham,F,62.0,157.0,48.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento Individual,,1.57,19.473406629072173,Nova Zelândia
Gayle Broughton,F,20.0,174.0,70.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Feminino,Prata,1.74,23.120623596247853,Nova Zelândia
Alexander Brouwer,M,26.0,198.0,88.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Masculino,Bronze,1.98,22.44668911335578,Países Baixos
Aaron Brown,M,20.0,198.0,79.0,Canada,CAN,2012,Verão,London,Atletismo,Atletismo Masculino 200 metros,,1.98,20.15100499948985,Canadá
Aaron Brown,M,24.0,198.0,79.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 100 metros,,1.98,20.15100499948985,Canadá
Aaron Brown,M,24.0,198.0,79.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 200 metros,,1.98,20.15100499948985,Canadá
Aaron Brown,M,24.0,198.0,79.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Masculino Atletismo,Bronze,1.98,20.15100499948985,Canadá
"Abigail ""Abbie"" Brown",F,20.0,176.0,71.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Feminino,,1.76,22.920971074380166,Reino Unido
Adam Thorp Brown,M,23.0,196.0,95.0,Great Britain,GBR,2012,Verão,London,Natação,Natação Masculina 50 metros Livre,,1.96,24.729279466888798,Reino Unido
Adam Thorp Brown,M,23.0,196.0,95.0,Great Britain,GBR,2012,Verão,London,Natação,Natação Masculina 100 metros Livre,,1.96,24.729279466888798,Reino Unido
Adam Thorp Brown,M,23.0,196.0,95.0,Great Britain,GBR,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.96,24.729279466888798,Reino Unido
Alicia Brown,F,26.0,165.0,57.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 400 metros,,1.65,20.936639118457304,Canadá
Alicia Brown,F,26.0,165.0,57.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 400 metros Feminino Atletismo,,1.65,20.936639118457304,Canadá
Celeste Brown,F,17.0,168.0,71.0,Cook Islands,COK,2012,Verão,London,Natação,Natação Feminino 50 metros Livre,,1.68,25.15589569160998,Ilhas Cook
"Christopher Deon ""Chris"" Brown",M,33.0,178.0,75.0,Bahamas,BAH,2012,Verão,London,Atletismo,Atletismo Masculino 400 metros,,1.78,23.671253629592222,Bahamas
"Christopher Deon ""Chris"" Brown",M,33.0,178.0,75.0,Bahamas,BAH,2012,Verão,London,Atletismo,Revezamento 4 x 400 metros Masculino,Ouro,1.78,23.671253629592222,Bahamas
"Christopher Deon ""Chris"" Brown",M,37.0,178.0,75.0,Bahamas,BAH,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 400 metros,,1.78,23.671253629592222,Bahamas
"Christopher Deon ""Chris"" Brown",M,37.0,178.0,75.0,Bahamas,BAH,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 400 metros Masculino,Bronze,1.78,23.671253629592222,Bahamas
Colton Brown,M,24.0,183.0,91.0,United States,USA,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Médio,,1.83,27.173101615455817,Estados Unidos
Devon Myles William Brown,M,24.0,188.0,80.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 200 metros Livre,,1.88,22.634676324128566,África do Sul
Devon Myles William Brown,M,24.0,188.0,80.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 400 metros Livre,,1.88,22.634676324128566,África do Sul
Devon Myles William Brown,M,24.0,188.0,80.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,,1.88,22.634676324128566,África do Sul
Devon Myles William Brown,M,24.0,188.0,80.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.88,22.634676324128566,África do Sul
Dustin Brown,M,31.0,196.0,78.0,Germany,GER,2016,Verão,Rio de Janeiro,Tênis,Tênis Masculino Individual,,1.96,20.304039983340278,Alemanha
Jeremiah Brown,M,26.0,198.0,106.0,Canada,CAN,2012,Verão,London,Remo,Remo Masculino Oito com Cargueiro,Prata,1.98,27.038057341087644,Canadá
Ashani Kemarley Brown,M,24.0,182.0,85.0,Bahrain,BRN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 100 metros,,1.82,25.661152034778407,Barein
Kyle Gie Brown,M,29.0,182.0,92.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,Bronze,1.82,27.77442337881898,África do Sul
Laura Brown,F,29.0,167.0,61.0,Canada,CAN,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Perseguição por Equipes,Bronze,1.67,21.872422819032593,Canadá
Mackenzie Brown,F,21.0,178.0,75.0,United States,USA,2016,Verão,Rio de Janeiro,Tiro com Arco,Arqueria Feminina Individual,,1.78,23.671253629592222,Estados Unidos
T'erea Brown,F,22.0,175.0,64.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Feminino 400 metros com Barreiras,,1.75,20.897959183673468,Estados Unidos
Victoria Brown,F,26.0,183.0,76.0,Australia,AUS,2012,Verão,London,Polo Aquático,Pólo Aquático Feminino,Bronze,1.83,22.694018931589476,Austrália
Will Brown,M,24.0,170.0,61.0,United States,USA,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Pistola de Ar 10 metros,,1.7,21.107266435986162,Estados Unidos
Will Brown,M,24.0,170.0,61.0,United States,USA,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Pistola Livre 50 metros,,1.7,21.107266435986162,Estados Unidos
Stephanie Karenmonica Brown-Trafton,F,32.0,193.0,100.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Feminino Lançamento de Disco,,1.93,26.846358291497758,Estados Unidos
Marcus Browne,M,21.0,188.0,81.0,United States,USA,2012,Verão,London,Boxe,Boxe Masculino Meio Pesado,,1.88,22.917609778180175,Estados Unidos
Alistair Edward Brownlee,M,24.0,184.0,70.0,Great Britain,GBR,2012,Verão,London,Triatlo,Triatlo Masculino Distância Olímpica,Ouro,1.84,20.6758034026465,Reino Unido
Alistair Edward Brownlee,M,28.0,184.0,70.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Triatlo,Triatlo Masculino Distância Olímpica,Ouro,1.84,20.6758034026465,Reino Unido
"Jonathan Callum ""Jonny"" Brownlee",M,22.0,181.0,70.0,Great Britain,GBR,2012,Verão,London,Triatlo,Triatlo Masculino Distância Olímpica,Bronze,1.81,21.36686914318855,Reino Unido
"Jonathan Callum ""Jonny"" Brownlee",M,26.0,181.0,70.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Triatlo,Triatlo Masculino Distância Olímpica,Prata,1.81,21.36686914318855,Reino Unido
Ilija Brozovi,M,25.0,196.0,109.0,Croatia,CRO,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.96,28.373594335693465,Croácia
"Mary Alexandra ""Alex"" Bruce",F,22.0,182.0,75.0,Canada,CAN,2012,Verão,London,Badminton,Badminton Feminino Duplas,,1.82,22.6421929718633,Canadá
"Lucas ""Luc"" Bruchet",M,25.0,183.0,69.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 5.000 metros,,1.83,20.603780345785182,Canadá
Nathalie Brugger,F,26.0,174.0,69.0,Switzerland,SUI,2012,Verão,London,Vela,Vela Feminina Um Pessoal Dinghy,,1.74,22.79032897344431,Suíça
Nathalie Brugger,F,30.0,174.0,69.0,Switzerland,SUI,2016,Verão,Rio de Janeiro,Vela,Vela Mista Multicasco,,1.74,22.79032897344431,Suíça
Annika Bruhn,F,19.0,183.0,69.0,Germany,GER,2012,Verão,London,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,,1.83,20.603780345785182,Alemanha
Annika Bruhn,F,23.0,183.0,69.0,Germany,GER,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Livre,,1.83,20.603780345785182,Alemanha
Annika Bruhn,F,23.0,183.0,69.0,Germany,GER,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,,1.83,20.603780345785182,Alemanha
Annika Bruhn,F,23.0,183.0,69.0,Germany,GER,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Medley,,1.83,20.603780345785182,Alemanha
Henricho Bruintjies,M,23.0,179.0,72.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 100 metros,,1.79,22.47120876377142,África do Sul
Ese Brume,F,20.0,167.0,58.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Atletismo,Salto em Distância Feminino Atletismo,,1.67,20.796729893506402,Nigéria
Kristoffer Brun,M,24.0,175.0,70.0,Norway,NOR,2012,Verão,London,Remo,Remo Masculino Double Skiff Peso Leve,,1.75,22.857142857142858,Noruega
Kristoffer Brun,M,28.0,175.0,70.0,Norway,NOR,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Double Skiff Peso Leve,Bronze,1.75,22.857142857142858,Noruega
Bruna Beatriz Benites Soares,F,26.0,178.0,65.0,Brazil,BRA,2012,Verão,London,Futebol,Futebol Feminino,,1.78,20.515086478979924,Brasil
Bruna Beatriz Benites Soares,F,30.0,178.0,65.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.78,20.515086478979924,Brasil
Milan Bruncvk,M,28.0,186.0,85.0,Czech Republic,CZE,2012,Verão,London,Remo,Remo Masculino Quatro Sem Cargueiro,,1.86,24.56931437160365,Tchéquia
Manon Brunet,F,20.0,165.0,55.0,France,FRA,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Feminina Sabre Individual,,1.65,20.202020202020204,França
Manon Brunet,F,20.0,165.0,55.0,France,FRA,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Feminina Sabre por Equipes,,1.65,20.202020202020204,França
Manuel Brunet,M,26.0,179.0,79.0,Argentina,ARG,2012,Verão,London,Hóquei,Hóquei Masculino,,1.79,24.65590961580475,Argentina
Manuel Brunet,M,30.0,179.0,79.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,Ouro,1.79,24.65590961580475,Argentina
Rachele Bruni,F,25.0,170.0,59.0,Italy,ITA,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 10 quilômetros Águas Abertas,Prata,1.7,20.41522491349481,Itália
"Bruno ""Bruninho"" Mossa de Rezende",M,26.0,190.0,76.0,Brazil,BRA,2012,Verão,London,Voleibol,Vôlei Masculino,Prata,1.9,21.05263157894737,Brasil
"Bruno ""Bruninho"" Mossa de Rezende",M,30.0,190.0,76.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Masculino,Ouro,1.9,21.05263157894737,Brasil
Federico Bruno,M,23.0,185.0,66.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Maratona,,1.85,19.284149013878743,Argentina
Francesco Bruno,M,34.0,170.0,65.0,Italy,ITA,2012,Verão,London,Tiro Esportivo,Tiro Masculino Pistola de Ar 10 metros,,1.7,22.49134948096886,Itália
